,D_2518,D_2742,D_2398,D_2396,D_505,D_2741,D_6511,D_2172,D_470,D_2740,D_7347,D_7447,D_464,D_4820,D_5607,D_517,D_2650,D_1068,cluspred
198,-1.3077805386386567,-1.6913435254656246,-0.9182420212561095,-0.14058735826799384,3.7535960805096082,-1.6429484523493192,-0.9232592336196314,-0.684340378962384,3.720403729278601,-1.5555920251565927,-1.8967264337212197,-1.202321568109225,1.2127210100771695,-0.9561690824034467,-0.848413800520419,-0.5123236860289921,0.9534299252725328,0.275590679680817,4
40,-0.9238293121585421,-0.27599329495045755,-0.20550565288138029,-0.14058735826799384,-0.7939901884795763,0.7137846178290108,-0.9232592336196314,-0.684340378962384,-0.8938670750421319,0.35675987026880474,-1.0080987448356926,0.2366271171278793,-0.004508256543037789,-0.9561690824034467,1.0994750272050327,-0.5123236860289921,0.5900390728959322,2.615511544895302,1
93,1.379878046722145,1.1393569355647095,-0.20550565288138029,0.6332880083448164,0.03284367860936632,1.1065734628587325,1.0068994429370894,1.4087992678214583,0.8808524650812272,1.1217006284389637,0.7691566329353617,0.2366271171278793,-0.8159944342898426,0.11750799078819651,0.12553061334230683,1.978378906414454,-0.9846546207360038,-0.5043829420573445,2
106,0.22802436728180134,1.1393569355647095,1.2199670838680783,1.4071633749576264,-0.7939901884795763,0.32099577279928915,1.0068994429370894,-0.684340378962384,0.17096464903188352,0.7392302493538843,0.3248427884925981,0.2366271171278793,-0.8159944342898426,1.1911850639798398,0.12553061334230683,0.7330276101927308,-0.8635243366104703,0.275590679680817,2
76,-0.9238293121585421,-0.7477767051221799,-0.9182420212561095,-0.914462724880804,-0.7939901884795763,0.32099577279928915,-0.9232592336196314,-0.684340378962384,-0.8938670750421319,-0.02571050881627473,-1.0080987448356926,0.2366271171278793,-0.004508256543037789,2.264862137171483,0.12553061334230683,-0.5123236860289921,0.10551793639379803,1.8355379231571403,1
49,-1.3077805386386567,-0.7477767051221799,-0.9182420212561095,-0.914462724880804,-0.38057325493510497,0.32099577279928915,-0.9232592336196314,-0.684340378962384,-1.6037548910914756,-0.02571050881627473,-1.0080987448356926,0.2366271171278793,-0.004508256543037789,-0.9561690824034467,-0.3614415935890561,-0.5123236860289921,-0.015612347731735508,0.6655774905498978,1
84,0.9959268202420304,0.6675735253929871,-0.20550565288138029,1.4071633749576264,0.03284367860936632,0.32099577279928915,1.0068994429370894,1.4087992678214583,-0.1839792589927883,0.35675987026880474,0.3248427884925981,-1.202321568109225,-0.4102513454164402,0.11750799078819651,0.12553061334230683,1.3557032583035924,-0.8635243366104703,-0.8943697529264253,2
14,-0.9238293121585421,-1.6913435254656246,-0.20550565288138029,-0.914462724880804,0.4462606121538376,-1.6429484523493192,-0.9232592336196314,-0.684340378962384,-0.1839792589927883,-1.938062404241672,-1.0080987448356926,1.6755758023649836,-0.004508256543037789,-0.9561690824034467,-1.8223582143831447,-0.5123236860289921,1.437951061774667,0.6655774905498978,0
87,0.9959268202420304,0.6675735253929871,1.2199670838680783,0.6332880083448164,0.4462606121538376,0.32099577279928915,1.0068994429370894,1.4087992678214583,1.235796373105899,0.35675987026880474,0.7691566329353617,-1.202321568109225,-0.8159944342898426,0.11750799078819651,0.12553061334230683,1.978378906414454,-1.1057849048615374,-0.8943697529264253,2
6,-0.9238293121585421,-1.6913435254656246,-0.9182420212561095,-1.6883380914936141,1.2730944792427803,-1.6429484523493192,-0.9232592336196314,-0.684340378962384,0.17096464903188352,-1.938062404241672,-1.0080987448356926,1.6755758023649836,0.4012348323303646,-0.9561690824034467,-1.8223582143831447,-0.5123236860289921,1.5590813459002004,0.6655774905498978,0
