,Act
4,5.3001
96,6.707
141,6.3031
59,5.8089
66,6.3308
112,6.3032
34,5.3001
76,6.2989
142,6.3031
167,5.3001
40,5.8575
113,6.1963
120,6.3031
18,5.3001
94,6.9863
17,5.3001
83,7.1761
60,6.4783
179,5.3001
70,5.7085
80,6.1472
86,6.0035
177,5.3001
91,6.1396
57,5.3001
171,5.3001
148,6.3031
128,6.3031
5,5.3001
197,5.3001
50,5.3666
108,6.9103
9,5.3001
144,6.3031
37,5.3001
152,6.3031
116,7.1326
61,6.2519
155,6.3031
39,5.3001
185,5.3001
129,6.3031
164,5.3001
62,5.6188
143,6.3031
68,6.0089
31,5.3001
19,5.3001
109,6.9503
110,7.0375
160,5.3001
11,5.3001
3,5.3001
150,6.3031
111,6.2215
74,5.715
58,5.9708
44,6.1766
22,5.3001
146,6.3031
2,5.3001
99,6.3851
56,6.2037
139,6.3031
135,6.3031
106,7.0779
81,6.5409
137,6.3031
51,7.4853
52,5.9869
165,5.3001
53,6.7903
196,5.3001
82,6.0027
145,6.3031
175,5.3001
181,5.3001
170,5.3001
0,5.3001
72,5.6035
184,5.3001
140,6.3031
182,5.3001
32,5.3001
97,6.5601
118,7.0098
98,6.0347
124,6.3031
45,6.5104
30,5.3001
24,5.3001
174,5.3001
6,5.3001
131,6.3031
159,6.3031
23,5.3001
199,5.3001
54,5.3001
173,5.3001
188,5.3001
33,5.3001
147,6.3031
149,6.3031
172,5.3001
192,5.3001
158,6.3031
105,6.3073
125,6.3031
195,5.3001
103,7.0241
180,5.3001
151,6.3031
114,6.9117
133,6.3031
95,6.2408
183,5.3001
65,5.8272
13,5.3001
38,5.3001
36,5.3001
156,6.3031
48,7.5788
100,6.4671
104,6.4056
10,5.3001
130,6.3031
78,5.3001
26,5.3001
90,6.2916
42,6.1766
67,5.3001
153,6.3031
84,6.5072
115,7.1728
69,5.8157
29,5.3001
47,5.7063
178,5.3001
28,5.3001
154,6.3031
79,6.1696
198,5.3001
107,6.8987
190,5.3001
92,6.8486
8,5.3001
122,6.3031
187,5.3001
189,5.3001
7,5.3001
161,5.3001
102,7.0576
193,5.3001
12,5.3001
138,6.3031
77,5.9041
176,5.3001
41,7.0791
71,5.4763
20,5.3001
